order_id,product_id,quantity,item_price
O904016,P533,1.0,99.0
O902358,P534,,499.0
O905863,P535,1.0,99.0
O905592,P536,3.0,799.0
O909725,P537,2.0,499.0
O905206,P538,3.0,799.0
O907995,P539,2.0,99.0
O905310,P540,2.0,99.0
O908135,P541,,
O906249,P542,1.0,199.0
O905473,P543,2.0,
O906268,P544,3.0,
O903825,P545,1.0,799.0
O907651,P546,,199.0
O905882,P547,2.0,99.0
O905361,P548,2.0,199.0
O903668,P549,2.0,99.0
O906981,P500,2.0,99.0
O909529,P501,3.0,99.0
O902523,P502,,199.0
O900946,P503,,799.0
O904689,P504,3.0,99.0
O909228,P505,1.0,199.0
O900915,P506,2.0,99.0
O903686,P507,2.0,499.0
O904572,P508,,
O902962,P509,2.0,
O905474,P510,2.0,99.0
O904847,P511,2.0,
O901607,P512,1.0,99.0
O905542,P513,,99.0
O907076,P514,1.0,199.0
O901210,P515,3.0,499.0
O902922,P516,,199.0
O907576,P517,3.0,499.0
O904725,P518,2.0,799.0
O909044,P519,3.0,99.0
O906226,P520,,799.0
O909788,P521,,499.0
O903065,P522,2.0,499.0
O907985,P523,1.0,
O903278,P524,1.0,799.0
O909649,P525,,499.0
O900278,P526,,99.0
O909754,P527,,99.0
O907199,P528,3.0,99.0
O905625,P529,1.0,99.0
O904858,P530,2.0,99.0
O900706,P531,2.0,
O909640,P532,1.0,199.0
O908455,P533,3.0,799.0
O905569,P534,,199.0
O900681,P535,3.0,199.0
O907180,P536,,
O907982,P537,,199.0
O900666,P538,1.0,499.0
O903441,P539,1.0,199.0
O903211,P540,1.0,199.0
O902060,P541,1.0,799.0
O909608,P542,2.0,
O906976,P543,1.0,99.0
O907408,P544,1.0,499.0
O908306,P545,,99.0
O906913,P546,1.0,799.0
O901092,P547,1.0,199.0
O906360,P548,2.0,99.0
O901124,P549,1.0,99.0
O906560,P500,3.0,99.0
O906321,P501,3.0,
O909444,P502,2.0,499.0
O903294,P503,1.0,499.0
O909989,P504,1.0,799.0
O901092,P505,,99.0
O902873,P506,1.0,
O900203,P507,1.0,
O900512,P508,,99.0
O902742,P509,1.0,499.0
O903158,P510,,799.0
O902405,P511,3.0,199.0
O906592,P512,3.0,799.0
O906206,P513,3.0,99.0
O909952,P514,2.0,
O900254,P515,2.0,
O901868,P516,,99.0
O901769,P517,1.0,799.0
O900366,P518,,99.0
O903111,P519,1.0,199.0
O908393,P520,1.0,
O900877,P521,3.0,499.0
O902483,P522,1.0,
O901756,P523,3.0,99.0
O904026,P524,1.0,499.0
O900159,P525,2.0,199.0
O909374,P526,3.0,499.0
O909860,P527,2.0,
O901314,P528,3.0,99.0
O907361,P529,2.0,
O908260,P530,2.0,99.0
O902426,P531,1.0,799.0
O909695,P532,,799.0
O909369,P533,2.0,199.0
O908791,P534,2.0,499.0
O905447,P535,1.0,199.0
O902094,P536,3.0,99.0
O902502,P537,1.0,99.0
O908811,P538,3.0,199.0
O902548,P539,,99.0
O906399,P540,,499.0
O908541,P541,2.0,199.0
O901308,P542,3.0,499.0
O902843,P543,1.0,199.0
O902225,P544,3.0,799.0
O907524,P545,3.0,99.0
O907924,P546,3.0,199.0
O908850,P547,3.0,499.0
O901482,P548,1.0,499.0
O909456,P549,2.0,
O907467,P500,2.0,799.0
O902414,P501,1.0,99.0
O900020,P502,,99.0
O902135,P503,1.0,799.0
O909787,P504,,99.0
O905258,P505,3.0,199.0
O909082,P506,,499.0
O909818,P507,3.0,
O900143,P508,1.0,99.0
O900153,P509,3.0,799.0
O901622,P510,1.0,799.0
O906982,P511,1.0,
O904230,P512,3.0,799.0
O907552,P513,1.0,
O903883,P514,3.0,499.0
O903277,P515,2.0,99.0
O901922,P516,3.0,199.0
O901302,P517,1.0,199.0
O902217,P518,1.0,499.0
O903078,P519,,799.0
O906904,P520,2.0,799.0
O900297,P521,1.0,199.0
O906407,P522,1.0,799.0
O902828,P523,,99.0
O905184,P524,3.0,799.0
O902190,P525,1.0,499.0
O902131,P526,3.0,199.0
O901301,P527,1.0,199.0
O902793,P528,,499.0
O901701,P529,3.0,199.0
O902606,P530,,499.0
O904374,P531,,99.0
O901361,P532,,
O905341,P533,,99.0
O909618,P534,3.0,499.0
O903538,P535,2.0,199.0
O900571,P536,2.0,99.0
O902969,P537,1.0,199.0
O903545,P538,3.0,199.0
O906167,P539,,199.0
O909409,P540,,
O903808,P541,3.0,99.0
O904869,P542,,499.0
O906979,P543,3.0,
O909149,P544,,499.0
O907189,P545,2.0,199.0
O905389,P546,,799.0
O902545,P547,3.0,
O909148,P548,3.0,799.0
O908684,P549,1.0,799.0
O905196,P500,,799.0
O900038,P501,2.0,499.0
O903213,P502,,99.0
O900301,P503,3.0,99.0
O904413,P504,,
O902818,P505,,
O900348,P506,3.0,
O902109,P507,1.0,99.0
O901034,P508,,199.0
O904646,P509,1.0,
O908761,P510,2.0,
O909065,P511,1.0,799.0
O908491,P512,3.0,199.0
O901678,P513,3.0,99.0
O907719,P514,,199.0
O908631,P515,3.0,499.0
O902581,P516,1.0,199.0
O904582,P517,2.0,199.0
O908752,P518,3.0,
O906410,P519,2.0,199.0
O903317,P520,,499.0
O902231,P521,1.0,799.0
O906094,P522,2.0,499.0
O904000,P523,1.0,799.0
O908296,P524,2.0,199.0
O901295,P525,,199.0
O900659,P526,1.0,799.0
O905042,P527,,199.0
O900582,P528,1.0,499.0
O909887,P529,1.0,199.0
O903419,P530,2.0,99.0
O909424,P531,3.0,799.0
O906199,P532,,99.0
O908898,P533,,499.0
O900731,P534,1.0,99.0
O900876,P535,3.0,
O908641,P536,,799.0
O905838,P537,,
O905645,P538,,799.0
O908038,P539,1.0,799.0
O907476,P540,,99.0
O905906,P541,1.0,
O903906,P542,2.0,99.0
O900845,P543,2.0,499.0
O907308,P544,2.0,99.0
O906436,P545,,799.0
O901304,P546,3.0,199.0
O909685,P547,,199.0
O909440,P548,1.0,499.0
O908179,P549,3.0,99.0
O904798,P500,3.0,799.0
O901444,P501,3.0,799.0
O900760,P502,2.0,
O902085,P503,,
O907851,P504,,
O909883,P505,1.0,799.0
O904002,P506,,
O905369,P507,,
O903947,P508,3.0,99.0
O905507,P509,3.0,799.0
O903641,P510,2.0,799.0
O902037,P511,1.0,799.0
O906189,P512,1.0,99.0
O909842,P513,,99.0
O904692,P514,1.0,99.0
O901128,P515,2.0,799.0
O904552,P516,2.0,
O909101,P517,3.0,99.0
O902509,P518,2.0,799.0
O900465,P519,1.0,99.0
O902796,P520,3.0,799.0
O907722,P521,1.0,499.0
O901124,P522,2.0,
O907648,P523,2.0,
O903546,P524,2.0,799.0
O907136,P525,1.0,799.0
O901651,P526,1.0,99.0
O909920,P527,1.0,99.0
O909319,P528,3.0,499.0
O903532,P529,3.0,499.0
O902043,P530,,799.0
O902326,P531,2.0,799.0
O906910,P532,1.0,799.0
O904063,P533,1.0,199.0
O906546,P534,1.0,499.0
O909986,P535,1.0,499.0
O906201,P536,1.0,
O906905,P537,1.0,199.0
O908708,P538,2.0,99.0
O904234,P539,2.0,499.0
O902890,P540,2.0,199.0
O907643,P541,1.0,799.0
O900380,P542,,499.0
O907637,P543,2.0,
O907566,P544,2.0,199.0
O905789,P545,3.0,
O909750,P546,2.0,799.0
O903575,P547,3.0,799.0
O900164,P548,3.0,
O908554,P549,1.0,
O901997,P500,1.0,
O904825,P501,,
O902942,P502,1.0,99.0
O905990,P503,3.0,799.0
O901291,P504,3.0,799.0
O901891,P505,1.0,
O901891,P506,3.0,199.0
O907389,P507,2.0,99.0
O902832,P508,3.0,799.0
O907121,P509,1.0,99.0
O909613,P510,2.0,799.0
O904120,P511,1.0,799.0
O907889,P512,1.0,99.0
O906336,P513,2.0,499.0
O902094,P514,3.0,799.0
O904257,P515,3.0,
O902267,P516,,
O907793,P517,2.0,799.0
O905347,P518,2.0,
O907073,P519,1.0,199.0
O909874,P520,1.0,499.0
O909691,P521,1.0,199.0
O902042,P522,,
O901467,P523,2.0,
O902779,P524,3.0,499.0
O900993,P525,2.0,799.0
O900595,P526,3.0,
O907931,P527,2.0,99.0
O906011,P528,1.0,799.0
O900053,P529,2.0,99.0
O906224,P530,3.0,99.0
O907000,P531,1.0,199.0
O909833,P532,,99.0
O908152,P533,,
O908902,P534,1.0,199.0
O901045,P535,,499.0
O907624,P536,1.0,499.0
O904072,P537,1.0,199.0
O908840,P538,3.0,499.0
O905563,P539,,
O904960,P540,1.0,99.0
O901467,P541,1.0,99.0
O908649,P542,3.0,499.0
O904057,P543,3.0,199.0
O902619,P544,,499.0
O901959,P545,2.0,99.0
O909194,P546,3.0,199.0
O905595,P547,,499.0
O909547,P548,,799.0
O909001,P549,,99.0
O904193,P500,1.0,199.0
O904000,P501,2.0,499.0
O902228,P502,,799.0
O900441,P503,,499.0
O903625,P504,2.0,499.0
O900779,P505,1.0,799.0
O905118,P506,1.0,799.0
O905732,P507,2.0,
O907640,P508,3.0,799.0
O902783,P509,1.0,799.0
O900007,P510,1.0,199.0
O901698,P511,3.0,799.0
O909753,P512,,499.0
O906540,P513,,
O902323,P514,1.0,
O901915,P515,,199.0
O901118,P516,,199.0
O905762,P517,3.0,499.0
O909773,P518,2.0,199.0
O906560,P519,1.0,499.0
O902817,P520,,499.0
O907455,P521,1.0,499.0
O904537,P522,2.0,
O901927,P523,2.0,499.0
O908131,P524,3.0,199.0
O902697,P525,,99.0
O908546,P526,,799.0
O909044,P527,2.0,199.0
O909224,P528,,499.0
O909037,P529,1.0,499.0
O903053,P530,,
O906549,P531,,799.0
O900840,P532,3.0,99.0
O909976,P533,,499.0
O905336,P534,2.0,499.0
O900229,P535,1.0,199.0
O903505,P536,3.0,
O907570,P537,2.0,
O905583,P538,3.0,99.0
O901024,P539,1.0,99.0
O901136,P540,1.0,
O901681,P541,2.0,499.0
O908017,P542,1.0,499.0
O901820,P543,2.0,799.0
O904801,P544,2.0,499.0
O900654,P545,3.0,499.0
O902988,P546,1.0,
O905616,P547,,99.0
O906476,P548,1.0,799.0
O903312,P549,3.0,199.0
O907750,P500,2.0,99.0
O908908,P501,1.0,499.0
O902342,P502,2.0,199.0
O904079,P503,,499.0
O901471,P504,1.0,799.0
O908436,P505,1.0,799.0
O909533,P506,,99.0
O903007,P507,3.0,499.0
O907683,P508,,99.0
O901832,P509,2.0,99.0
O900429,P510,3.0,799.0
O905759,P511,2.0,499.0
O906474,P512,1.0,
O901022,P513,3.0,99.0
O904442,P514,,99.0
O901943,P515,,
O902051,P516,3.0,99.0
O908735,P517,1.0,799.0
O903001,P518,3.0,799.0
O902148,P519,2.0,99.0
O907901,P520,2.0,799.0
O904760,P521,,99.0
O908710,P522,2.0,
O908784,P523,,
O906443,P524,,799.0
O907778,P525,2.0,799.0
O902112,P526,,799.0
O902121,P527,,799.0
O907497,P528,3.0,799.0
O905044,P529,2.0,499.0
O900270,P530,3.0,799.0
O905637,P531,1.0,99.0
O905570,P532,2.0,799.0
O909116,P533,3.0,799.0
O908601,P534,3.0,799.0
O904456,P535,,499.0
O901720,P536,1.0,499.0
O905061,P537,3.0,499.0
O905266,P538,2.0,199.0
O906971,P539,3.0,
O902719,P540,,
O904886,P541,1.0,499.0
O909658,P542,1.0,199.0
O906089,P543,,
O900541,P544,1.0,99.0
O908813,P545,,
O907859,P546,3.0,499.0
O900360,P547,3.0,799.0
O908325,P548,3.0,
O902092,P549,1.0,799.0
O903030,P500,3.0,499.0
O905347,P501,,499.0
O905658,P502,,99.0
O907488,P503,,99.0
O903140,P504,,
O901583,P505,,199.0
O901445,P506,,99.0
O908525,P507,1.0,799.0
O905280,P508,2.0,199.0
O905964,P509,1.0,799.0
O906923,P510,2.0,99.0
O905916,P511,,199.0
O905915,P512,2.0,799.0
O900384,P513,1.0,99.0
O908720,P514,2.0,199.0
O903953,P515,1.0,499.0
O907335,P516,2.0,199.0
O909651,P517,3.0,199.0
O903577,P518,3.0,99.0
O900836,P519,2.0,499.0
O907644,P520,2.0,799.0
O904163,P521,,199.0
O905199,P522,2.0,199.0
O907034,P523,1.0,199.0
O900484,P524,3.0,499.0
O907002,P525,3.0,199.0
O904849,P526,,199.0
O904219,P527,1.0,499.0
O905289,P528,2.0,799.0
O904482,P529,2.0,
O904223,P530,3.0,799.0
O904496,P531,1.0,
O908386,P532,1.0,99.0
O906961,P533,3.0,199.0
O904886,P534,3.0,
O901055,P535,3.0,499.0
O904357,P536,,
O906299,P537,2.0,799.0
O903840,P538,3.0,799.0
O904231,P539,1.0,
O909046,P540,3.0,499.0
O900460,P541,3.0,499.0
O907595,P542,,99.0
O901924,P543,,799.0
O902744,P544,,499.0
O901143,P545,2.0,
O907964,P546,1.0,99.0
O905282,P547,2.0,199.0
O906825,P548,1.0,
O907053,P549,1.0,
O900165,P500,,499.0
O907890,P501,3.0,499.0
O907394,P502,1.0,799.0
O905794,P503,1.0,199.0
O903062,P504,3.0,499.0
O901298,P505,3.0,199.0
O909238,P506,1.0,
O906622,P507,1.0,799.0
O908720,P508,,199.0
O901862,P509,2.0,99.0
O906181,P510,1.0,799.0
O903863,P511,,
O905556,P512,,499.0
O901720,P513,1.0,99.0
O908926,P514,1.0,199.0
O900209,P515,2.0,799.0
O906749,P516,3.0,
O900876,P517,3.0,799.0
O909651,P518,2.0,199.0
O905082,P519,2.0,799.0
O905567,P520,2.0,199.0
O901436,P521,2.0,
O907611,P522,,799.0
O906450,P523,1.0,499.0
O903338,P524,1.0,499.0
O905764,P525,,799.0
O903331,P526,1.0,799.0
O909483,P527,3.0,99.0
O904042,P528,1.0,
O909066,P529,1.0,
O907746,P530,,799.0
O906974,P531,3.0,499.0
O903871,P532,,799.0
O904383,P533,1.0,499.0
O903437,P534,3.0,499.0
O907599,P535,1.0,499.0
O906551,P536,2.0,
O903698,P537,,
O901868,P538,2.0,199.0
O901422,P539,2.0,499.0
O902091,P540,,99.0
O905742,P541,,499.0
O908496,P542,3.0,99.0
O909125,P543,3.0,799.0
O901808,P544,1.0,199.0
O909220,P545,2.0,499.0
O907322,P546,1.0,499.0
O907096,P547,3.0,
O909538,P548,,799.0
O903643,P549,,99.0
O908891,P500,1.0,499.0
O907368,P501,,199.0
O905097,P502,,799.0
O905841,P503,,199.0
O901153,P504,1.0,
O903053,P505,3.0,99.0
O902745,P506,3.0,499.0
O903140,P507,3.0,99.0
O904638,P508,1.0,
O902574,P509,1.0,
O903672,P510,,99.0
O907765,P511,1.0,99.0
O905267,P512,2.0,
O908233,P513,1.0,499.0
O906314,P514,3.0,
O900804,P515,3.0,199.0
O907973,P516,3.0,499.0
O904599,P517,2.0,199.0
O908757,P518,2.0,
O900681,P519,2.0,799.0
O908869,P520,,199.0
O906898,P521,2.0,499.0
O905257,P522,1.0,
O903000,P523,,499.0
O907843,P524,2.0,
O901679,P525,,
O901251,P526,1.0,199.0
O905749,P527,,799.0
O904917,P528,2.0,199.0
O909853,P529,3.0,
O900741,P530,1.0,99.0
O908115,P531,2.0,199.0
O902119,P532,3.0,
O904894,P533,,
O909479,P534,3.0,499.0
O904047,P535,2.0,199.0
O904167,P536,2.0,
O906605,P537,2.0,
O907648,P538,,99.0
O909247,P539,,499.0
O907026,P540,1.0,
O900851,P541,,799.0
O909144,P542,,799.0
O901160,P543,3.0,
O909806,P544,2.0,799.0
O902869,P545,3.0,499.0
O905685,P546,2.0,199.0
O905766,P547,3.0,
O908125,P548,3.0,799.0
O902779,P549,,
O907115,P500,2.0,
O900425,P501,1.0,99.0
O905884,P502,1.0,
O906785,P503,2.0,499.0
O904017,P504,,499.0
O902727,P505,3.0,99.0
O905675,P506,,99.0
O900331,P507,3.0,799.0
O905049,P508,2.0,499.0
O904284,P509,1.0,499.0
O905596,P510,1.0,799.0
O905176,P511,1.0,499.0
O906757,P512,2.0,799.0
O908730,P513,,499.0
O902645,P514,,199.0
O905209,P515,2.0,199.0
O901059,P516,2.0,499.0
O906334,P517,2.0,99.0
O905665,P518,3.0,499.0
O904229,P519,3.0,499.0
O907445,P520,3.0,
O900611,P521,3.0,
O905988,P522,2.0,799.0
O900201,P523,2.0,99.0
O909835,P524,1.0,99.0
O901437,P525,,799.0
O908352,P526,,499.0
O909068,P527,,199.0
O905066,P528,,199.0
O906203,P529,2.0,499.0
O903667,P530,3.0,199.0
O907068,P531,2.0,499.0
O902188,P532,2.0,799.0
O908025,P533,3.0,99.0
O908817,P534,2.0,799.0
O907811,P535,1.0,
O904614,P536,1.0,
O903142,P537,2.0,99.0
O903076,P538,2.0,
O902102,P539,,99.0
O909296,P540,2.0,199.0
O902658,P541,1.0,799.0
O906514,P542,3.0,
O908252,P543,2.0,499.0
O908508,P544,,199.0
O908787,P545,2.0,799.0
O905955,P546,,
O905121,P547,2.0,499.0
O906173,P548,,
O906371,P549,3.0,99.0
O902724,P500,3.0,499.0
O900750,P501,,199.0
O903123,P502,1.0,499.0
O904047,P503,3.0,
O908113,P504,,99.0
O905799,P505,2.0,799.0
O908783,P506,,99.0
O902199,P507,3.0,
O908355,P508,,499.0
O908329,P509,,499.0
O903761,P510,1.0,799.0
O901040,P511,1.0,799.0
O901777,P512,2.0,99.0
O909698,P513,,99.0
O903561,P514,,799.0
O909065,P515,3.0,199.0
O909977,P516,3.0,
O909439,P517,,499.0
O903167,P518,,799.0
O902047,P519,2.0,99.0
O905026,P520,1.0,499.0
O909384,P521,1.0,99.0
O901455,P522,3.0,499.0
O900960,P523,,
O907185,P524,2.0,499.0
O905915,P525,3.0,499.0
O901697,P526,2.0,199.0
O909846,P527,1.0,499.0
O909464,P528,3.0,99.0
O902214,P529,2.0,99.0
O900797,P530,,199.0
O903482,P531,1.0,99.0
O902910,P532,2.0,499.0
O908418,P533,3.0,199.0
O909165,P534,,99.0
O901860,P535,1.0,499.0
O903878,P536,1.0,
O904883,P537,3.0,99.0
O909982,P538,1.0,
O901835,P539,1.0,499.0
O904518,P540,,799.0
O902549,P541,2.0,199.0
O906943,P542,,799.0
O909927,P543,,99.0
O907431,P544,3.0,99.0
O908583,P545,3.0,199.0
O907317,P546,,99.0
O902951,P547,1.0,199.0
O907523,P548,3.0,499.0
O902655,P549,,799.0
O903457,P500,2.0,799.0
O909345,P501,1.0,799.0
O907687,P502,3.0,499.0
O909820,P503,,499.0
O903744,P504,,99.0
O901663,P505,2.0,499.0
O906369,P506,2.0,799.0
O907294,P507,1.0,199.0
O903606,P508,3.0,199.0
O900468,P509,1.0,99.0
O902397,P510,3.0,199.0
O908376,P511,,799.0
O901123,P512,3.0,199.0
O904919,P513,1.0,
O905275,P514,2.0,199.0
O900025,P515,3.0,99.0
O903269,P516,3.0,799.0
O904542,P517,1.0,799.0
O902949,P518,,799.0
O903241,P519,1.0,799.0
O905412,P520,1.0,199.0
O904072,P521,2.0,499.0
O908382,P522,3.0,799.0
O906762,P523,,499.0
O901316,P524,1.0,
O909561,P525,1.0,799.0
O901821,P526,3.0,99.0
O908946,P527,1.0,799.0
O906518,P528,2.0,799.0
O900566,P529,1.0,499.0
O908707,P530,3.0,499.0
O908781,P531,3.0,199.0
O906979,P532,,799.0
O904233,P533,,499.0
O902176,P534,2.0,
O900397,P535,1.0,99.0
O902408,P536,1.0,499.0
O901467,P537,3.0,
O900937,P538,,
O908668,P539,3.0,
O900362,P540,1.0,499.0
O905640,P541,3.0,
O904916,P542,3.0,99.0
O904131,P543,3.0,99.0
O903349,P544,1.0,499.0
O901622,P545,1.0,799.0
O902754,P546,2.0,499.0
O900955,P547,2.0,
O902065,P548,3.0,499.0
O906172,P549,1.0,99.0
O908535,P500,,
O905499,P501,1.0,
O906738,P502,3.0,
O902791,P503,1.0,
O908360,P504,,99.0
O903165,P505,,99.0
O902118,P506,2.0,799.0
O905432,P507,2.0,199.0
O902239,P508,,
O902953,P509,3.0,99.0
O907593,P510,2.0,499.0
O901014,P511,,799.0
O907949,P512,3.0,99.0
O905159,P513,3.0,499.0
O908056,P514,2.0,199.0
O906654,P515,2.0,99.0
O904285,P516,3.0,
O904875,P517,2.0,
O907633,P518,2.0,
O903980,P519,3.0,799.0
O906338,P520,,199.0
O909083,P521,1.0,499.0
O901575,P522,1.0,799.0
O906926,P523,,
O906523,P524,1.0,199.0
O907052,P525,1.0,
O902352,P526,,799.0
O900027,P527,2.0,499.0
O903693,P528,3.0,799.0
O908173,P529,1.0,
O901970,P530,1.0,
O903002,P531,1.0,199.0
O909928,P532,3.0,799.0
O900657,P533,,199.0
O909693,P534,1.0,499.0
O908786,P535,1.0,499.0
O902511,P536,1.0,799.0
O907206,P537,2.0,799.0
O902861,P538,2.0,499.0
O903998,P539,2.0,199.0
O909155,P540,,199.0
O900082,P541,1.0,
O903942,P542,3.0,99.0
O900412,P543,2.0,499.0
O903830,P544,,199.0
O909353,P545,,199.0
O908845,P546,3.0,99.0
O900976,P547,3.0,799.0
O902480,P548,3.0,99.0
O903147,P549,1.0,499.0
O900397,P500,,99.0
O908512,P501,2.0,499.0
O908164,P502,1.0,99.0
O900774,P503,1.0,
O902184,P504,2.0,
O900138,P505,3.0,199.0
O903626,P506,2.0,799.0
O906752,P507,,199.0
O900994,P508,2.0,499.0
O908542,P509,2.0,99.0
O902123,P510,1.0,
O908234,P511,1.0,799.0
O901984,P512,3.0,499.0
O900499,P513,1.0,799.0
O902813,P514,1.0,499.0
O907062,P515,1.0,99.0
O901388,P516,1.0,
O909944,P517,2.0,99.0
O901002,P518,1.0,499.0
O906687,P519,,499.0
O909799,P520,1.0,199.0
O907835,P521,3.0,
O906090,P522,1.0,799.0
O901173,P523,1.0,
O907528,P524,,99.0
O907409,P525,2.0,
O902750,P526,2.0,
O908280,P527,3.0,99.0
O904738,P528,1.0,199.0
O902337,P529,1.0,199.0
O903462,P530,1.0,799.0
O900760,P531,2.0,499.0
O906190,P532,1.0,799.0
O903708,P533,1.0,799.0
O902437,P534,3.0,
O906458,P535,1.0,499.0
O906491,P536,,499.0
O906881,P537,3.0,799.0
O903782,P538,,499.0
O906006,P539,2.0,799.0
O904734,P540,3.0,799.0
O901598,P541,,
O907654,P542,3.0,499.0
O904277,P543,1.0,
O904544,P544,3.0,
O903717,P545,2.0,99.0
O909733,P546,3.0,799.0
O902228,P547,,199.0
O906906,P548,2.0,
O909348,P549,2.0,199.0
O904353,P500,2.0,499.0
O906143,P501,1.0,499.0
O905785,P502,2.0,
O907138,P503,1.0,499.0
O908900,P504,2.0,499.0
O905087,P505,1.0,
O901730,P506,,499.0
O909041,P507,1.0,199.0
O909711,P508,,99.0
O907736,P509,1.0,499.0
O901414,P510,3.0,99.0
O905434,P511,,99.0
O906356,P512,1.0,
O901741,P513,,
O903499,P514,2.0,499.0
O905447,P515,,499.0
O907752,P516,1.0,99.0
O901937,P517,,499.0
O902980,P518,,199.0
O902613,P519,1.0,
O909981,P520,2.0,99.0
O908073,P521,3.0,799.0
O905130,P522,2.0,199.0
O906380,P523,1.0,499.0
O902149,P524,1.0,799.0
O907201,P525,1.0,499.0
O904514,P526,1.0,799.0
O908832,P527,2.0,799.0
O908754,P528,,199.0
O904320,P529,,199.0
O904957,P530,2.0,99.0
O901204,P531,,799.0
O901727,P532,2.0,
O906196,P533,1.0,
O908028,P534,2.0,799.0
O906823,P535,,
O905741,P536,3.0,99.0
O903196,P537,,499.0
O906753,P538,3.0,799.0
O903752,P539,1.0,499.0
O903590,P540,3.0,
O902083,P541,,799.0
O908519,P542,3.0,799.0
O905497,P543,2.0,99.0
O903578,P544,2.0,
O903531,P545,,
O905299,P546,2.0,199.0
O905041,P547,2.0,
O904461,P548,2.0,499.0
O900200,P549,,
O902309,P500,2.0,
O904403,P501,1.0,199.0
O906546,P502,3.0,199.0
O903969,P503,1.0,799.0
O901226,P504,,199.0
O903181,P505,2.0,199.0
O901674,P506,,199.0
O903089,P507,,199.0
O907062,P508,,799.0
O906075,P509,3.0,499.0
O906574,P510,3.0,99.0
O907880,P511,,499.0
O907085,P512,2.0,
O905758,P513,1.0,199.0
O900858,P514,2.0,199.0
O900323,P515,2.0,199.0
O901689,P516,,199.0
O905904,P517,2.0,99.0
O908444,P518,,499.0
O903946,P519,3.0,199.0
O909601,P520,1.0,199.0
O908145,P521,,499.0
O901703,P522,1.0,799.0
O900664,P523,1.0,199.0
O900815,P524,2.0,99.0
O904654,P525,3.0,
O901499,P526,3.0,799.0
O901939,P527,,799.0
O904814,P528,2.0,199.0
O906702,P529,1.0,199.0
O903470,P530,1.0,
O900904,P531,,499.0
O902847,P532,2.0,
O902889,P533,2.0,199.0
O901334,P534,2.0,
O902084,P535,1.0,
O906526,P536,2.0,
O907082,P537,2.0,799.0
O909481,P538,3.0,199.0
O907304,P539,1.0,199.0
O906424,P540,1.0,499.0
O904486,P541,,
O906636,P542,3.0,499.0
O901768,P543,2.0,199.0
O904256,P544,2.0,799.0
O904759,P545,2.0,99.0
O905959,P546,,199.0
O905692,P547,2.0,
O902759,P548,,499.0
O905771,P549,3.0,
O903125,P500,1.0,499.0
O907732,P501,3.0,799.0
O900350,P502,3.0,799.0
O905254,P503,2.0,799.0
O900986,P504,,
O903971,P505,3.0,199.0
O909683,P506,2.0,199.0
O902067,P507,2.0,199.0
O904049,P508,1.0,799.0
O908181,P509,1.0,99.0
O908861,P510,1.0,499.0
O906423,P511,3.0,799.0
O905645,P512,,499.0
O906002,P513,1.0,199.0
O907197,P514,1.0,99.0
O907521,P515,,
O908323,P516,3.0,99.0
O905057,P517,1.0,
O907891,P518,,499.0
O900874,P519,3.0,499.0
O905454,P520,,99.0
O900423,P521,2.0,99.0
O905831,P522,,199.0
O906165,P523,,799.0
O905014,P524,3.0,499.0
O903329,P525,1.0,199.0
O908237,P526,,99.0
O908218,P527,1.0,799.0
O902278,P528,3.0,
O908549,P529,2.0,
O903827,P530,2.0,
O908346,P531,2.0,499.0
O902405,P532,1.0,499.0
O907352,P533,,99.0
O905000,P534,,99.0
O909966,P535,3.0,
O905464,P536,3.0,799.0
O900737,P537,1.0,499.0
O908498,P538,3.0,499.0
O903196,P539,2.0,199.0
O904104,P540,3.0,799.0
O901241,P541,,199.0
O905493,P542,3.0,499.0
O900642,P543,1.0,799.0
O904143,P544,2.0,799.0
O902732,P545,1.0,
O909792,P546,1.0,499.0
O903580,P547,3.0,499.0
O908634,P548,1.0,99.0
O901872,P549,1.0,499.0
O907375,P500,,
O904513,P501,,199.0
O902488,P502,,799.0
O901522,P503,1.0,499.0
O903076,P504,1.0,
O909263,P505,1.0,499.0
O907387,P506,2.0,499.0
O900721,P507,,799.0
O907781,P508,3.0,499.0
O904636,P509,,199.0
O900417,P510,2.0,99.0
O906546,P511,3.0,199.0
O907244,P512,1.0,499.0
O901064,P513,2.0,799.0
O902024,P514,1.0,199.0
O909554,P515,,499.0
O904849,P516,1.0,499.0
O908390,P517,,99.0
O905565,P518,3.0,499.0
O900540,P519,1.0,499.0
O905048,P520,1.0,499.0
O900779,P521,3.0,499.0
O901838,P522,,99.0
O901190,P523,1.0,199.0
O900596,P524,2.0,199.0
O901769,P525,1.0,99.0
O901837,P526,1.0,99.0
O904451,P527,,199.0
O902184,P528,3.0,499.0
O900029,P529,1.0,799.0
O903140,P530,1.0,499.0
O903804,P531,,199.0
O903204,P532,2.0,199.0
O900969,P533,,
O909363,P534,,99.0
O902404,P535,1.0,499.0
O901553,P536,2.0,199.0
O906237,P537,3.0,799.0
O903740,P538,,199.0
O909341,P539,3.0,99.0
O904360,P540,2.0,799.0
O901623,P541,2.0,199.0
O906250,P542,,199.0
O909213,P543,3.0,
O900560,P544,,799.0
O901722,P545,1.0,499.0
O908375,P546,2.0,799.0
O902167,P547,,499.0
O903979,P548,2.0,199.0
O901894,P549,,99.0
O906775,P500,3.0,99.0
O901187,P501,2.0,
O904502,P502,3.0,99.0
O900050,P503,1.0,
O903619,P504,3.0,499.0
O905807,P505,2.0,499.0
O907497,P506,,499.0
