order_id,customer_id,order_date,status
O905293,C7852,2025-06-03,PLACED
O905294,C3502,2025-04-25,DELIVERED
O905295,C4425,2025-06-26,
O905296,C6132,2025-07-25,SHIPPED
O905297,C9773,2025-07-02,SHIPPED
O905298,C5163,2025-12-03,
O905299,C4294,2025-04-30,SHIPPED
O905300,C1536,2025-07-24,
O905301,C7263,2025-10-08,DELIVERED
O905302,C8055,2025-03-28,PLACED
O905303,C8524,2025-09-12,
O905304,C2678,2025-11-17,DELIVERED
O905305,C4483,2025-12-25,
O905306,C3995,2025-12-15,PLACED
O905307,C9537,2025-09-07,PLACED
O905308,C2453,2025-02-10,PLACED
O905309,C8196,2025-10-18,SHIPPED
O905310,C5091,2025-05-01,SHIPPED
O905311,C4947,2025-01-24,
O905312,C1489,2025-04-02,
O905313,C7521,2026-02-04,SHIPPED
O905314,C5333,2025-10-13,DELIVERED
O905315,C8356,2026-01-27,DELIVERED
O905316,C10705,2025-10-31,SHIPPED
O905317,C1426,2025-08-19,DELIVERED
O905318,C10354,2025-03-14,SHIPPED
O905319,C2460,2025-12-21,DELIVERED
O905320,C2314,2025-01-15,PLACED
O905321,C7665,2025-09-04,DELIVERED
O905322,C1355,2025-11-07,SHIPPED
O905323,C5903,2025-05-29,SHIPPED
O905324,C3303,2025-02-25,DELIVERED
O905325,C1184,2025-08-27,PLACED
O905326,C7064,2026-01-21,PLACED
O905327,C10662,2025-12-13,PLACED
O905328,C1425,2025-09-22,
O905329,C7324,2026-01-31,PLACED
O905330,C1838,2025-05-19,
O905331,C6698,2025-09-22,PLACED
O905332,C3863,2025-01-18,PLACED
O905333,C2889,2025-03-19,SHIPPED
O905334,C10117,2025-01-10,DELIVERED
O905335,C5383,2025-04-17,
O905336,C4173,2025-08-10,PLACED
O905337,C1667,2025-10-31,DELIVERED
O905338,C9480,2025-06-23,SHIPPED
O905339,C9475,2025-01-31,SHIPPED
O905340,C7447,2025-03-01,PLACED
O905341,C2102,2025-08-02,
O905342,C7056,2025-01-05,PLACED
O905343,C7557,2025-10-06,SHIPPED
O905344,C8439,2025-06-04,
O905345,C10700,2026-01-05,PLACED
O905346,C5456,2025-06-28,DELIVERED
O905347,C1977,2025-07-11,
O905348,C3110,2025-11-13,PLACED
O905349,C8638,2026-01-08,DELIVERED
O905350,C2634,2025-06-16,
O905351,C10357,2025-07-11,SHIPPED
O905352,C1638,2025-08-18,SHIPPED
O905353,C2910,2025-03-25,DELIVERED
O905354,C9648,2025-04-25,
O905355,C7500,2026-01-26,PLACED
O905356,C3365,2025-02-16,PLACED
O905357,C7392,2025-04-07,
O905358,C1424,2025-10-12,PLACED
O905359,C8670,2025-04-19,SHIPPED
O905360,C4008,2025-11-16,DELIVERED
O905361,C9434,2025-04-14,SHIPPED
O905362,C8122,2025-02-27,SHIPPED
O905363,C9662,2025-08-31,DELIVERED
O905364,C9548,2025-04-04,DELIVERED
O905365,C5936,2025-07-20,
O905366,C9093,2025-05-02,SHIPPED
O905367,C4723,2025-08-10,SHIPPED
O905368,C7091,2025-04-05,PLACED
O905369,C8946,2025-05-25,
O905370,C5380,2025-07-22,SHIPPED
O905371,C1423,2025-05-15,PLACED
O905372,C4649,2025-05-31,DELIVERED
O905373,C2006,2025-07-28,
O905374,C8368,2025-02-08,DELIVERED
O905375,C9033,2025-04-13,
O905376,C6359,2025-04-08,DELIVERED
O905377,C1746,2025-04-05,DELIVERED
O905378,C9541,2025-05-07,SHIPPED
O905379,C4758,2025-05-28,
O905380,C7203,2025-11-22,SHIPPED
O905381,C10375,2025-11-01,PLACED
O905382,C2572,2025-03-06,SHIPPED
O905383,C5711,2025-10-17,DELIVERED
O905384,C9810,2025-05-29,DELIVERED
O905385,C7642,2025-06-20,SHIPPED
O905386,C5532,2025-08-17,
O905387,C9080,2025-11-20,DELIVERED
O905388,C1849,2025-03-15,DELIVERED
O905389,C9958,2025-06-20,SHIPPED
O905390,C1837,2025-10-01,SHIPPED
O905391,C2235,2025-08-26,
O905392,C10410,2025-05-16,PLACED
O905393,C6848,2025-03-08,DELIVERED
O905394,C1737,2026-02-01,DELIVERED
O905395,C1772,2025-07-28,DELIVERED
O905396,C6574,2025-12-18,PLACED
O905397,C8491,2025-02-10,SHIPPED
O905398,C5986,2025-05-18,DELIVERED
O905399,C9356,2025-07-03,SHIPPED
O905400,C7695,2025-01-21,
O905401,C7383,2025-09-13,DELIVERED
O905402,C9496,2025-05-09,PLACED
O905403,C2254,2025-10-06,
O905404,C7675,2025-05-11,SHIPPED
O905405,C10011,2025-02-05,
O905406,C5796,2025-06-18,DELIVERED
O905407,C7144,2025-04-17,
O905408,C1867,2025-12-13,
O905409,C2136,2025-12-30,PLACED
O905410,C1790,2026-01-30,PLACED
O905411,C9702,2025-11-15,SHIPPED
O905412,C1625,2025-01-11,
O905413,C1033,2025-08-06,DELIVERED
O905414,C6135,2025-10-12,DELIVERED
O905415,C3075,2025-01-01,DELIVERED
O905416,C6340,2026-01-29,DELIVERED
O905417,C7459,2025-08-10,DELIVERED
O905418,C6225,2025-06-11,PLACED
O905419,C8228,2025-05-04,PLACED
O905420,C5192,2025-05-04,SHIPPED
O905421,C9955,2025-07-21,PLACED
O905422,C9048,2025-02-17,
O905423,C1510,2025-06-19,DELIVERED
O905424,C7357,2025-04-24,PLACED
O905425,C4498,2025-12-19,
O905426,C2687,2025-02-10,PLACED
O905427,C5945,2025-02-18,
O905428,C3105,2025-02-05,PLACED
O905429,C2731,2025-01-24,DELIVERED
O905430,C3791,2025-05-09,DELIVERED
O905431,C10020,2025-08-10,DELIVERED
O905432,C10912,2025-06-12,
O905433,C6466,2025-07-23,PLACED
O905434,C9486,2025-10-29,
O905435,C8144,2025-08-23,DELIVERED
O905436,C7776,2025-08-03,DELIVERED
O905437,C6285,2025-09-17,
O905438,C3113,2025-11-16,DELIVERED
O905439,C10599,2025-01-31,SHIPPED
O905440,C3536,2025-12-11,PLACED
O905441,C6165,2025-10-26,PLACED
O905442,C1912,2025-11-24,SHIPPED
O905443,C5805,2025-12-06,DELIVERED
O905444,C8770,2025-06-14,DELIVERED
O905445,C7353,2025-03-16,
O905446,C9067,2025-01-26,DELIVERED
O905447,C10240,2025-08-04,
O905448,C9138,2026-01-23,PLACED
O905449,C2442,2025-07-15,
O905450,C3611,2025-06-06,SHIPPED
O905451,C1414,2025-02-25,SHIPPED
O905452,C8993,2025-10-18,DELIVERED
O905453,C8918,2025-09-30,
O905454,C5811,2025-04-25,PLACED
O905455,C5068,2025-01-22,DELIVERED
O905456,C2245,2025-07-31,DELIVERED
O905457,C7226,2025-05-29,PLACED
O905458,C2359,2025-03-15,DELIVERED
O905459,C10974,2025-02-25,SHIPPED
O905460,C8879,2025-06-12,SHIPPED
O905461,C10753,2025-07-23,PLACED
O905462,C5351,2025-04-18,SHIPPED
O905463,C3506,2025-07-15,DELIVERED
O905464,C9197,2025-10-04,
O905465,C3475,2025-04-14,DELIVERED
O905466,C9520,2025-05-26,
O905467,C2853,2025-12-03,SHIPPED
O905468,C4219,2025-08-15,PLACED
O905469,C8812,2025-12-27,PLACED
O905470,C6793,2025-06-05,PLACED
O905471,C8613,2025-12-21,
O905472,C3848,2025-06-18,
O905473,C10490,2025-09-09,SHIPPED
O905474,C7014,2025-12-28,PLACED
O905475,C7413,2025-01-25,PLACED
O905476,C9882,2025-06-21,PLACED
O905477,C2104,2025-12-27,
O905478,C1152,2025-02-16,
O905479,C3043,2025-07-06,PLACED
O905480,C2417,2025-10-16,PLACED
O905481,C10833,2026-01-07,SHIPPED
O905482,C4250,2025-03-24,
O905483,C6273,2025-04-10,PLACED
O905484,C9606,2025-07-11,DELIVERED
O905485,C3396,2025-03-14,DELIVERED
O905486,C1405,2025-07-11,PLACED
O905487,C8354,2025-08-22,DELIVERED
O905488,C10960,2025-02-14,SHIPPED
O905489,C10904,2025-11-24,SHIPPED
O905490,C10322,2025-02-12,DELIVERED
O905491,C8471,2025-11-04,DELIVERED
O905492,C1962,2025-09-12,SHIPPED
O905493,C6855,2025-10-20,PLACED
O905494,C5713,2025-09-05,DELIVERED
O905495,C8343,2026-02-02,SHIPPED
O905496,C5018,2025-09-03,SHIPPED
O905497,C4747,2025-04-19,
O905498,C6043,2025-09-15,PLACED
O905499,C4694,2025-06-18,DELIVERED
O905500,C10947,2025-06-16,DELIVERED
O905501,C3382,2026-02-03,SHIPPED
O905502,C4387,2025-06-03,PLACED
O905503,C10903,2025-04-05,PLACED
O905504,C1616,2025-02-21,
O905505,C1827,2025-02-06,SHIPPED
O905506,C9944,2025-07-27,DELIVERED
O905507,C10854,2025-11-22,
O905508,C9158,2025-09-15,DELIVERED
O905509,C4912,2025-10-09,PLACED
O905510,C6824,2025-12-31,PLACED
O905511,C5371,2025-06-18,SHIPPED
O905512,C5302,2026-01-13,SHIPPED
O905513,C6026,2025-01-09,DELIVERED
O905514,C2947,2025-09-16,
O905515,C8300,2025-03-09,DELIVERED
O905516,C1264,2025-05-15,PLACED
O905517,C10438,2025-05-08,PLACED
O905518,C2775,2025-09-26,DELIVERED
O905519,C2964,2026-01-17,DELIVERED
O905520,C2994,2025-03-11,PLACED
O905521,C9789,2025-07-03,PLACED
O905522,C6814,2025-03-10,PLACED
O905523,C6051,2025-07-01,PLACED
O905524,C3774,2025-02-24,PLACED
O905525,C3513,2026-02-05,
O905526,C5077,2025-02-04,
O905527,C3061,2025-07-30,
O905528,C1331,2025-08-08,DELIVERED
O905529,C9701,2025-02-11,DELIVERED
O905530,C1384,2025-07-31,PLACED
O905531,C6985,2025-02-14,
O905532,C6162,2025-03-12,
O905533,C2952,2026-01-23,DELIVERED
O905534,C7474,2025-12-26,PLACED
O905535,C3035,2025-06-04,SHIPPED
O905536,C5624,2025-07-21,
O905537,C2651,2025-12-04,SHIPPED
O905538,C10249,2025-07-01,DELIVERED
O905539,C9999,2025-07-01,PLACED
O905540,C8355,2025-08-26,PLACED
O905541,C2169,2025-01-25,
O905542,C8138,2025-04-08,DELIVERED
O905543,C8877,2026-01-26,PLACED
O905544,C4765,2025-11-06,
O905545,C3385,2025-02-07,PLACED
O905546,C9532,2025-06-13,PLACED
O905547,C5080,2025-05-15,PLACED
O905548,C7612,2025-01-15,SHIPPED
O905549,C2853,2025-11-04,
O905550,C8597,2025-01-23,DELIVERED
O905551,C1127,2026-01-01,DELIVERED
O905552,C4311,2025-02-10,PLACED
O905553,C4646,2025-08-25,PLACED
O905554,C4435,2025-03-28,SHIPPED
O905555,C6462,2025-04-24,PLACED
O905556,C10309,2025-12-01,
O905557,C3351,2025-05-15,
O905558,C8765,2025-05-08,PLACED
O905559,C8577,2025-05-02,DELIVERED
O905560,C10177,2025-03-13,
O905561,C6755,2025-01-01,
O905562,C2264,2025-06-30,
O905563,C6131,2025-05-05,
O905564,C7576,2025-09-21,DELIVERED
O905565,C6141,2025-02-03,
O905566,C4422,2026-01-27,SHIPPED
O905567,C3133,2025-11-20,PLACED
O905568,C1913,2026-02-04,DELIVERED
O905569,C10694,2025-08-29,PLACED
O905570,C8674,2025-04-30,
O905571,C9430,2025-04-15,SHIPPED
O905572,C1421,2025-03-16,DELIVERED
O905573,C5115,2025-10-25,
O905574,C3492,2025-08-03,PLACED
O905575,C1292,2025-06-29,
O905576,C5675,2025-01-20,SHIPPED
O905577,C1374,2025-02-13,DELIVERED
O905578,C2938,2025-06-16,SHIPPED
O905579,C9796,2025-05-15,PLACED
O905580,C8769,2025-04-22,SHIPPED
O905581,C7844,2025-02-23,
O905582,C2314,2025-10-30,PLACED
O905583,C8270,2025-01-26,
O905584,C3595,2025-01-30,PLACED
O905585,C2455,2025-05-14,PLACED
O905586,C8377,2025-08-26,SHIPPED
O905587,C5635,2025-04-09,SHIPPED
O905588,C10827,2025-08-14,DELIVERED
O905589,C1436,2025-06-22,DELIVERED
O905590,C1858,2025-11-02,PLACED
O905591,C3927,2025-10-31,
O905592,C10124,2025-07-03,PLACED
O905593,C6067,2025-06-05,PLACED
O905594,C8576,2025-11-13,
O905595,C8671,2025-08-17,
O905596,C6228,2026-02-04,PLACED
O905597,C6642,2025-08-31,SHIPPED
O905598,C10936,2025-12-20,SHIPPED
O905599,C2454,2025-07-16,PLACED
O905600,C7681,2025-02-23,PLACED
O905601,C9594,2025-09-01,
O905602,C2431,2025-09-12,PLACED
O905603,C6173,2025-06-25,SHIPPED
O905604,C6455,2025-11-08,SHIPPED
O905605,C5756,2025-05-21,SHIPPED
O905606,C6278,2025-02-15,PLACED
O905607,C1463,2025-05-28,DELIVERED
O905608,C2589,2025-11-01,PLACED
O905609,C1782,2025-12-14,
O905610,C10936,2025-11-09,PLACED
O905611,C10887,2026-01-22,PLACED
O905612,C1193,2026-01-07,DELIVERED
O905613,C8017,2025-02-15,
O905614,C3202,2025-06-09,
O905615,C4694,2025-11-06,PLACED
O905616,C8372,2025-07-23,
O905617,C8105,2025-06-25,DELIVERED
O905618,C1392,2025-09-29,
O905619,C4191,2025-02-24,
O905620,C5745,2025-04-21,
O905621,C8474,2025-06-22,SHIPPED
O905622,C2521,2025-04-29,DELIVERED
O905623,C2920,2026-01-16,PLACED
O905624,C8054,2025-03-02,SHIPPED
O905625,C7323,2025-03-23,SHIPPED
O905626,C3634,2025-01-04,SHIPPED
O905627,C5031,2025-01-25,PLACED
O905628,C1474,2025-06-24,DELIVERED
O905629,C1766,2025-07-30,DELIVERED
O905630,C9127,2025-12-07,
O905631,C10360,2025-07-05,
O905632,C7190,2025-04-26,DELIVERED
O905633,C8022,2025-02-13,PLACED
O905634,C7594,2025-02-20,
O905635,C3393,2025-09-09,
O905636,C4468,2025-04-10,
O905637,C7287,2025-05-31,PLACED
O905638,C10770,2025-12-04,
O905639,C8343,2025-10-15,DELIVERED
O905640,C9774,2025-08-26,PLACED
O905641,C5765,2026-02-04,DELIVERED
O905642,C9369,2025-08-29,PLACED
O905643,C2109,2025-08-19,DELIVERED
O905644,C3341,2025-10-16,SHIPPED
O905645,C1130,2025-03-11,SHIPPED
O905646,C2685,2025-05-03,SHIPPED
O905647,C6019,2025-08-25,
O905648,C3968,2025-10-23,DELIVERED
O905649,C6716,2025-09-19,PLACED
O905650,C1849,2025-05-06,DELIVERED
O905651,C7842,2026-01-03,SHIPPED
O905652,C1817,2025-04-26,SHIPPED
O905653,C9374,2025-06-15,PLACED
O905654,C4169,2025-12-23,DELIVERED
O905655,C7721,2025-08-12,SHIPPED
O905656,C5616,2025-08-06,
O905657,C1782,2025-12-10,
O905658,C8402,2025-11-14,SHIPPED
O905659,C3825,2025-04-24,
O905660,C10601,2025-05-09,PLACED
O905661,C7127,2025-10-14,PLACED
O905662,C5710,2025-07-28,SHIPPED
O905663,C8801,2025-10-17,SHIPPED
O905664,C6606,2025-12-15,SHIPPED
O905665,C8035,2025-03-27,SHIPPED
O905666,C9289,2025-12-23,DELIVERED
O905667,C6229,2025-07-21,DELIVERED
O905668,C2312,2026-01-12,
O905669,C8791,2025-06-24,PLACED
O905670,C10583,2025-04-12,PLACED
O905671,C8689,2025-12-15,DELIVERED
O905672,C8784,2025-09-11,PLACED
O905673,C5419,2025-07-22,DELIVERED
O905674,C6428,2025-09-14,PLACED
O905675,C6168,2025-06-26,
O905676,C10371,2025-08-24,SHIPPED
O905677,C10649,2025-05-21,SHIPPED
O905678,C3304,2025-11-18,DELIVERED
O905679,C2136,2025-07-29,PLACED
O905680,C1015,2025-09-15,PLACED
O905681,C2353,2025-05-06,DELIVERED
O905682,C5734,2025-12-29,PLACED
O905683,C7878,2025-06-27,DELIVERED
O905684,C9334,2025-11-19,DELIVERED
O905685,C4325,2025-03-06,PLACED
O905686,C10414,2025-07-02,DELIVERED
O905687,C1729,2025-07-14,SHIPPED
O905688,C10013,2025-05-14,PLACED
O905689,C7701,2025-08-26,PLACED
O905690,C8712,2025-02-07,PLACED
O905691,C2923,2025-10-11,PLACED
O905692,C8526,2025-04-18,SHIPPED
O905693,C2215,2025-02-09,PLACED
O905694,C10932,2025-03-23,DELIVERED
O905695,C3897,2025-08-31,SHIPPED
O905696,C1855,2025-07-24,PLACED
O905697,C8739,2025-12-30,DELIVERED
O905698,C4471,2025-10-11,
O905699,C1333,2025-11-09,DELIVERED
O905700,C3810,2025-10-20,PLACED
O905701,C8733,2025-04-27,SHIPPED
O905702,C1484,2025-11-14,
O905703,C1543,2025-06-28,PLACED
O905704,C2711,2025-07-29,DELIVERED
O905705,C4052,2025-06-07,PLACED
O905706,C3833,2025-04-07,PLACED
O905707,C7498,2025-09-14,PLACED
O905708,C4781,2025-10-15,
O905709,C7807,2025-02-23,
O905710,C6897,2025-11-14,DELIVERED
O905711,C1732,2026-01-26,
O905712,C7874,2025-08-19,PLACED
O905713,C8809,2025-09-27,SHIPPED
O905714,C5533,2025-07-09,PLACED
O905715,C9059,2025-10-28,
O905716,C5360,2025-05-26,PLACED
O905717,C6079,2025-02-22,
O905718,C5799,2025-12-22,PLACED
O905719,C10548,2025-06-20,DELIVERED
O905720,C9787,2025-12-10,
O905721,C4983,2025-12-03,DELIVERED
O905722,C8044,2025-07-20,SHIPPED
O905723,C2867,2026-01-21,DELIVERED
O905724,C6615,2025-03-02,
O905725,C9233,2025-01-03,SHIPPED
O905726,C10081,2025-10-14,PLACED
O905727,C9815,2025-09-20,PLACED
O905728,C8376,2025-05-04,DELIVERED
O905729,C9157,2025-08-12,
O905730,C10598,2025-12-09,SHIPPED
O905731,C4797,2025-12-07,
O905732,C9763,2025-07-12,PLACED
O905733,C9799,2025-05-25,PLACED
O905734,C2671,2025-01-22,DELIVERED
O905735,C1993,2025-02-10,DELIVERED
O905736,C3189,2025-04-28,DELIVERED
O905737,C7143,2025-05-05,PLACED
O905738,C3423,2025-05-13,SHIPPED
O905739,C4835,2025-06-23,SHIPPED
O905740,C5135,2025-07-26,SHIPPED
O905741,C9476,2025-11-03,SHIPPED
O905742,C10420,2025-05-12,
O905743,C6952,2025-02-13,DELIVERED
O905744,C2237,2025-10-29,SHIPPED
O905745,C2419,2025-07-25,SHIPPED
O905746,C4040,2025-12-29,
O905747,C6819,2025-05-20,SHIPPED
O905748,C1693,2025-05-17,PLACED
O905749,C8144,2026-02-04,DELIVERED
O905750,C2790,2025-10-31,
O905751,C5616,2025-02-19,SHIPPED
O905752,C1943,2025-06-14,DELIVERED
O905753,C6374,2025-11-05,SHIPPED
O905754,C3390,2025-02-08,SHIPPED
O905755,C4383,2025-06-18,SHIPPED
O905756,C10386,2025-04-07,PLACED
O905757,C7959,2025-04-28,SHIPPED
O905758,C5864,2025-05-21,PLACED
O905759,C9171,2025-08-28,SHIPPED
O905760,C8223,2025-04-07,DELIVERED
O905761,C10329,2025-01-30,DELIVERED
O905762,C2351,2025-01-16,PLACED
O905763,C2599,2025-12-09,SHIPPED
O905764,C5709,2026-01-02,PLACED
O905765,C9656,2025-11-22,SHIPPED
O905766,C3111,2025-07-04,SHIPPED
O905767,C2804,2025-11-11,DELIVERED
O905768,C5544,2025-11-05,PLACED
O905769,C6969,2025-05-28,DELIVERED
O905770,C5076,2025-06-03,PLACED
O905771,C1493,2025-01-29,DELIVERED
O905772,C1982,2025-06-07,
O905773,C9869,2026-01-02,PLACED
O905774,C7957,2025-07-25,SHIPPED
O905775,C2036,2025-06-14,DELIVERED
O905776,C2960,2025-01-17,
O905777,C2487,2025-11-17,DELIVERED
O905778,C10753,2025-11-23,PLACED
O905779,C2200,2025-10-04,PLACED
O905780,C7641,2025-08-14,PLACED
O905781,C9462,2025-04-18,SHIPPED
O905782,C1205,2025-12-04,
O905783,C7582,2025-12-09,DELIVERED
O905784,C9085,2025-06-28,
O905785,C6591,2025-09-02,PLACED
O905786,C4562,2025-05-06,DELIVERED
O905787,C5204,2025-03-04,PLACED
O905788,C5881,2025-07-29,SHIPPED
O905789,C7192,2025-04-18,SHIPPED
O905790,C8772,2025-07-22,SHIPPED
O905791,C3607,2025-04-12,SHIPPED
O905792,C9631,2025-11-29,
O905793,C9092,2025-02-05,PLACED
O905794,C7199,2025-09-14,SHIPPED
O905795,C4401,2025-02-19,SHIPPED
O905796,C9940,2025-08-18,PLACED
O905797,C7836,2025-07-07,SHIPPED
O905798,C8658,2025-02-16,SHIPPED
O905799,C1354,2025-08-10,SHIPPED
O905800,C8299,2025-05-23,PLACED
O905801,C10085,2025-01-25,SHIPPED
O905802,C6561,2025-10-15,DELIVERED
O905803,C9993,2025-05-04,DELIVERED
O905804,C3895,2025-02-21,PLACED
O905805,C9121,2025-05-15,DELIVERED
O905806,C1715,2025-08-17,SHIPPED
O905807,C10686,2026-02-03,
O905808,C6600,2026-01-09,SHIPPED
O905809,C2298,2025-04-30,PLACED
O905810,C8624,2025-10-26,
O905811,C4413,2025-10-22,DELIVERED
O905812,C5078,2025-04-09,
O905813,C9742,2025-11-16,DELIVERED
O905814,C5049,2026-02-01,DELIVERED
O905815,C8869,2025-08-22,PLACED
O905816,C4966,2025-04-28,SHIPPED
O905817,C7691,2025-10-28,SHIPPED
O905818,C7583,2026-01-12,DELIVERED
O905819,C4948,2025-02-15,DELIVERED
O905820,C6549,2025-03-11,
O905821,C6625,2025-01-16,SHIPPED
O905822,C6606,2025-09-30,SHIPPED
O905823,C3944,2025-08-15,SHIPPED
O905824,C6406,2025-05-10,SHIPPED
O905825,C3862,2025-08-17,PLACED
O905826,C10888,2025-12-23,PLACED
O905827,C8877,2025-10-25,PLACED
O905828,C8770,2025-07-18,SHIPPED
O905829,C10493,2025-09-13,DELIVERED
O905830,C10779,2025-11-24,SHIPPED
O905831,C3800,2025-12-31,
O905832,C5953,2025-02-04,SHIPPED
O905833,C5538,2025-03-06,PLACED
O905834,C3227,2025-04-08,PLACED
O905835,C8207,2025-11-05,DELIVERED
O905836,C7731,2025-02-24,SHIPPED
O905837,C3315,2025-02-27,PLACED
O905838,C1300,2025-02-20,DELIVERED
O905839,C2866,2025-03-10,
O905840,C3764,2025-04-21,PLACED
O905841,C5435,2025-04-19,SHIPPED
O905842,C4980,2025-08-21,PLACED
O905843,C1899,2025-09-28,DELIVERED
O905844,C8871,2025-10-26,
O905845,C4093,2025-01-31,PLACED
O905846,C10927,2025-08-04,SHIPPED
O905847,C3020,2025-05-31,SHIPPED
O905848,C2408,2025-08-03,PLACED
O905849,C7315,2025-04-25,DELIVERED
O905850,C6369,2025-05-29,DELIVERED
O905851,C7642,2026-01-25,
O905852,C9181,2025-09-17,SHIPPED
O905853,C4757,2025-11-14,DELIVERED
O905854,C4092,2026-01-21,
O905855,C1206,2025-05-14,
O905856,C5087,2025-02-06,SHIPPED
O905857,C10816,2025-05-12,DELIVERED
O905858,C10887,2026-01-24,SHIPPED
O905859,C8251,2025-11-22,DELIVERED
O905860,C3986,2025-10-12,DELIVERED
O905861,C8069,2025-03-07,
O905862,C8113,2025-06-08,
O905863,C6013,2025-11-09,SHIPPED
O905864,C8866,2025-08-13,DELIVERED
O905865,C3775,2025-07-09,SHIPPED
O905866,C5486,2025-03-12,PLACED
O905867,C6276,2025-11-01,PLACED
O905868,C2833,2025-05-29,SHIPPED
O905869,C10716,2025-08-07,
O905870,C8995,2025-06-25,
O905871,C4878,2025-12-31,
O905872,C1521,2025-12-30,
O905873,C7185,2025-07-01,PLACED
O905874,C1935,2025-04-02,
O905875,C4963,2025-07-20,SHIPPED
O905876,C7397,2026-02-04,DELIVERED
O905877,C9152,2025-05-26,
O905878,C6861,2026-01-07,PLACED
O905879,C4094,2026-01-24,DELIVERED
O905880,C4413,2025-08-31,PLACED
O905881,C3776,2025-12-15,SHIPPED
O905882,C4208,2025-12-31,DELIVERED
O905883,C7856,2025-06-17,
O905884,C3039,2025-07-11,PLACED
O905885,C6360,2026-01-01,DELIVERED
O905886,C1383,2025-07-24,PLACED
O905887,C6330,2025-06-07,
O905888,C6961,2025-07-26,DELIVERED
O905889,C1002,2025-03-23,PLACED
O905890,C10124,2025-06-22,SHIPPED
O905891,C4203,2025-04-17,PLACED
O905892,C8719,2025-02-19,
O905893,C3703,2025-01-23,
O905894,C2004,2025-11-17,DELIVERED
O905895,C9290,2025-12-01,DELIVERED
O905896,C7120,2025-04-24,SHIPPED
O905897,C3818,2026-01-05,SHIPPED
O905898,C7263,2025-07-27,PLACED
O905899,C2599,2025-09-27,SHIPPED
O905900,C1047,2025-04-11,DELIVERED
O905901,C7747,2025-03-25,PLACED
O905902,C1625,2025-06-25,PLACED
O905903,C5694,2026-01-05,DELIVERED
O905904,C8151,2025-01-18,
O905905,C4196,2025-04-04,
O905906,C8021,2025-06-13,DELIVERED
O905907,C2176,2025-09-23,PLACED
O905908,C7827,2025-09-17,PLACED
O905909,C5937,2025-01-05,PLACED
O905910,C3046,2025-10-26,PLACED
O905911,C9019,2025-11-13,SHIPPED
O905912,C1417,2025-01-05,DELIVERED
O905913,C8262,2025-02-12,
O905914,C9920,2025-04-26,DELIVERED
O905915,C8675,2026-02-04,
O905916,C1980,2025-01-19,
O905917,C10142,2025-09-27,DELIVERED
O905918,C5992,2025-10-08,PLACED
O905919,C4034,2025-07-10,PLACED
O905920,C7992,2025-01-02,
O905921,C8531,2025-04-02,SHIPPED
O905922,C1177,2025-01-18,SHIPPED
O905923,C4645,2025-01-05,DELIVERED
O905924,C3193,2025-02-01,PLACED
O905925,C10123,2025-03-17,
O905926,C5162,2025-03-30,PLACED
O905927,C5811,2025-04-07,
O905928,C9454,2025-07-19,PLACED
O905929,C9182,2025-03-10,
O905930,C2059,2025-02-03,SHIPPED
O905931,C4761,2025-10-28,DELIVERED
O905932,C4522,2026-01-30,PLACED
O905933,C5432,2026-01-22,DELIVERED
O905934,C2224,2025-04-23,DELIVERED
O905935,C9230,2025-08-01,PLACED
O905936,C4853,2025-10-06,SHIPPED
O905937,C1280,2025-11-24,SHIPPED
O905938,C2110,2025-10-15,
O905939,C6100,2026-02-04,
O905940,C1909,2025-03-21,PLACED
O905941,C5103,2026-01-18,
O905942,C2698,2025-09-28,PLACED
O905943,C4632,2025-07-23,DELIVERED
O905944,C10070,2025-02-03,PLACED
O905945,C1171,2026-01-27,
O905946,C1390,2025-07-07,
O905947,C8954,2026-02-02,PLACED
O905948,C4678,2025-07-23,DELIVERED
O905949,C5547,2025-08-26,SHIPPED
O905950,C5048,2025-02-27,DELIVERED
O905951,C2122,2026-01-03,SHIPPED
O905952,C8038,2025-03-02,SHIPPED
O905953,C4168,2026-01-07,DELIVERED
O905954,C6998,2025-10-11,PLACED
O905955,C8886,2025-04-29,SHIPPED
O905956,C2600,2025-02-12,SHIPPED
O905957,C10639,2025-02-24,DELIVERED
O905958,C3075,2026-01-07,PLACED
O905959,C4980,2025-02-25,SHIPPED
O905960,C10740,2025-08-11,DELIVERED
O905961,C9521,2025-03-26,
O905962,C2455,2026-02-03,SHIPPED
O905963,C5243,2025-11-20,PLACED
O905964,C9852,2025-08-07,SHIPPED
O905965,C9016,2025-05-30,DELIVERED
O905966,C7699,2025-05-09,PLACED
O905967,C10001,2025-05-05,PLACED
O905968,C8484,2025-06-16,PLACED
O905969,C8270,2025-10-10,DELIVERED
O905970,C2016,2025-07-07,DELIVERED
O905971,C8388,2025-05-06,SHIPPED
O905972,C2743,2025-07-18,SHIPPED
O905973,C5624,2025-10-30,
O905974,C9193,2025-02-10,SHIPPED
O905975,C8334,2026-01-20,
O905976,C5798,2025-11-14,SHIPPED
O905977,C7471,2025-05-03,DELIVERED
O905978,C3869,2025-05-08,SHIPPED
O905979,C2302,2025-12-26,PLACED
O905980,C6156,2025-07-18,
O905981,C9060,2025-10-23,PLACED
O905982,C4994,2025-01-19,PLACED
O905983,C9239,2025-06-13,
O905984,C5717,2026-02-04,PLACED
O905985,C9355,2025-08-07,PLACED
O905986,C8268,2025-11-06,
O905987,C2234,2025-04-08,
O905988,C2649,2025-10-29,
